state,district,biometric_ratio,demo_ratio,severity,performance,interpretation
Punjab,S.A.S Nagar(Mohali),2.7131782945736433,3.186046511627907,5.89922480620155,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Koderma,2.850491243058522,3.073472874839812,5.923964117898334,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Orissa,Cuttack,3.8257575757575757,2.106060606060606,5.931818181818182,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Deoghar,2.4932992980216975,3.4546904913848118,5.94798978940651,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,North Cachar Hills,3.2420537897310515,2.7114914425427874,5.953545232273839,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Pakaur,1.5404040404040404,4.4393939393939394,5.97979797979798,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Botad,3.048661800486618,2.9367396593673964,5.985401459854014,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tamil Nadu,Tenkasi,3.1065918653576436,2.897615708274895,6.004207573632538,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Sri Potti Sriramulu Nellore,1.6334991708126037,4.373134328358209,6.006633499170813,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Dakshina Kannada,2.8669122726226113,3.1418374395579094,6.008749712180521,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Purulia,1.530841121495327,4.478504672897197,6.009345794392524,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Nagaland,Longleng,2.8653846153846154,3.1634615384615383,6.028846153846153,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Kottayam,3.2381573229030858,2.7966101694915255,6.034767492394611,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Dewas,4.0420294205944165,2.0310217152006405,6.0730511357950565,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Surendra Nagar,3.3669467787114846,2.7209653092006034,6.087912087912088,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Koppal,3.350089766606822,2.743043087971275,6.093132854578097,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Kalaburagi,3.7196136302656293,2.375368929433861,6.09498255969949,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Kishtwar,4.453179190751445,1.6450867052023121,6.098265895953757,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Telangana,Medchal−Malkajgiri,4.58080808080808,1.5303030303030303,6.111111111111111,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Golaghat,2.440202702702703,3.6885135135135134,6.128716216216216,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Ahmadabad,3.4466338259441707,2.7011494252873565,6.147783251231527,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Sikkim,North Sikkim,2.8076923076923075,3.3461538461538463,6.153846153846153,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Arvalli,3.8165399239543727,2.341254752851711,6.157794676806084,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Kathua,3.9017825934987767,2.268787137364558,6.170569730863335,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Baksa,3.128037937166568,3.0586840545346767,6.186721991701244,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Tapi,3.8788063337393424,2.3093788063337395,6.188185140073082,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Chickmagalur,3.0679738562091505,3.126797385620915,6.1947712418300656,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Sheopur,3.2967925294356477,2.925903369874137,6.222695899309785,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Eluru,1.7228070175438597,4.505263157894737,6.228070175438596,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Mahisagar,4.105616093880973,2.1282481139983234,6.2338642078792965,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tamil Nadu,Kanyakumari,3.47248427672956,2.7712264150943398,6.2437106918239,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Bagalkot,3.1402096593036317,3.1269187570198427,6.267128416323475,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Bandipore,3.2913645352669745,2.991430454845089,6.282794990112063,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Gir Somnath,3.5234939759036146,2.7704819277108435,6.293975903614458,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Chamrajanagar,3.8015970515970516,2.5116707616707616,6.313267813267814,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Guna,4.017904976737628,2.2957845763428733,6.3136895530805015,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Shivamogga,3.1805555555555554,3.1476608187134505,6.328216374269006,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Nagaland,Phek,4.305194805194805,2.0324675324675323,6.337662337662337,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Chhindwara,3.9754405439156377,2.3663105314277786,6.341751075343416,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Punjab,Nawanshahr,3.7818181818181817,2.5636363636363635,6.345454545454546,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Palnadu,1.95,4.413636363636364,6.363636363636364,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Kodagu,2.7770083102493075,3.596952908587258,6.373961218836565,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Sirohi,4.249164500557,2.136650575566283,6.385815076123283,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Sehore,4.688879456706282,1.7028862478777589,6.39176570458404,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Baleshwar,3.548623853211009,2.853211009174312,6.401834862385321,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Dibrugarh,2.2299919159256265,4.19765561843169,6.427647534357316,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Shivpuri,3.91058532877233,2.518529076396807,6.429114405169138,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Baudh,4.0852713178294575,2.3488372093023258,6.434108527131784,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Purbi Singhbhum,3.9880418535127053,2.4573991031390134,6.445440956651719,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Nandyal,2.1483050847457625,4.302966101694915,6.451271186440678,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Udhampur,4.331978319783198,2.130081300813008,6.4620596205962055,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Bharatpur,3.8756580410765924,2.587973604211463,6.463631645288055,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Leh,3.732876712328767,2.732876712328767,6.465753424657534,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Prayagraj,2.070859872611465,4.400477707006369,6.471337579617835,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,West Karbi Anglong,5.203389830508475,1.271186440677966,6.474576271186441,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Gwalior,3.636129861780778,2.863548698167792,6.49967855994857,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Haryana,Charkhi Dadri,2.2867332382310983,4.221112696148359,6.507845934379457,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Raichur,4.177639926688284,2.342027350909347,6.519667277597632,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Kodarma,2.6386861313868613,3.9014598540145986,6.54014598540146,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Nawada,1.876789633190511,4.676873236492842,6.553662869683353,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Alluri Sitharama Raju,3.729761904761905,2.825,6.5547619047619055,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Biswanath,2.651670951156812,3.9074550128534704,6.559125964010283,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Arunachal Pradesh,Shi-Yomi,4.933333333333334,1.6333333333333333,6.566666666666666,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Jamtara,2.5760771316661644,3.9993974088580897,6.5754745405242545,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Purba Medinipur,2.9751805428737446,3.6151739022163194,6.590354445090064,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Singrauli,3.2142364701826955,3.3788348845225786,6.593071354705274,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andaman and Nicobar Islands,Nicobar,3.75,2.8666666666666667,6.616666666666667,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Bhind,3.2589368157235192,3.3764674845007256,6.635404300224245,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,North Dinajpur,1.4580645161290322,5.2,6.658064516129032,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Mysore,3.9044256120527305,2.7716572504708097,6.67608286252354,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Marigaon,2.5494940607127146,4.130224373075231,6.679718433787945,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Kokrajhar,2.989951768488746,3.7335209003215435,6.72347266881029,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Alirajpur,3.9061314791403285,2.8302781289506953,6.736409608091024,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Dadra and Nagar Haveli and Daman and Diu,Diu,4.794258373205742,1.9521531100478469,6.746411483253588,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Rajgarh,4.7520338983050845,1.994915254237288,6.746949152542372,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Sikkim,North,2.25,4.5,6.75,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Mizoram,Champhai,3.1846153846153844,3.5668639053254436,6.7514792899408285,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Bellary,4.050336646361013,2.712728438602116,6.763065084963129,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Burhanpur,5.141049752094375,1.6226705419729868,6.763720294067362,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Dhubri,2.3086871644704736,4.487066861883846,6.795754026354319,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Telangana,Jagitial,1.9281974569932685,4.869857890800299,6.798055347793568,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Arunachal Pradesh,Tirap,4.053571428571429,2.75,6.803571428571429,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Bardhaman,2.1151785714285714,4.695535714285715,6.810714285714286,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Pathanamthitta,3.8744906275468622,2.9380603096984514,6.812550937245314,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Mahabub Nagar,3.896431679721497,2.936466492602263,6.83289817232376,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Nagaland,Kohima,4.8468634686346865,2.003690036900369,6.850553505535055,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Cachar,3.0419007135266436,3.8340671018673143,6.875967815393958,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Bhadohi,2.4160206718346253,4.465116279069767,6.881136950904393,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Sagar,4.250703525906307,2.631931799370965,6.882635325277272,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Raisen,4.416421808684296,2.469964087495919,6.886385896180215,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Nizamabad,4.188328912466844,2.7002652519893897,6.888594164456233,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Orissa,Balangir,3.8285714285714287,3.061224489795918,6.889795918367347,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Seoni,3.5748636088098604,3.3168316831683167,6.891695291978177,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Ratlam,4.6628387689480935,2.230439442658092,6.8932782116061855,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Belgaum,3.5166074785878423,3.387925631919783,6.904533110507625,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Gulbarga,4.24118978338183,2.681862269641125,6.923052053022955,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Tikamgarh,4.120006522093592,2.811348442850155,6.931354964943747,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Thrissur,3.9605761940864292,3.0180060652009097,6.978582259287339,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Vidisha,4.854515474378488,2.1295027904616948,6.9840182648401825,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Majuli,2.4113475177304964,4.578014184397163,6.98936170212766,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Dhemaji,3.0004288164665525,3.993138936535163,6.993567753001715,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Lakhimpur,2.7299001576458224,4.282448765107724,7.012348922753547,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Nagaland,Wokha,5.1312741312741315,1.8996138996138996,7.030888030888031,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Mahbubnagar,3.7728285077951003,3.2628062360801784,7.035634743875279,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Saran,2.2425836713995944,4.797794117647059,7.040377789046653,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Valsad,3.9773890784982937,3.0706058020477816,7.047994880546075,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Sikkim,East,2.3649635036496353,4.686131386861314,7.051094890510949,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Dhar,3.8593610918801304,3.204727524478291,7.064088616358422,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Jagatsinghapur,5.173893607510058,1.9043361645060348,7.078229772016092,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Damoh,4.153891050583658,2.9418287937743193,7.095719844357977,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Telangana,Mulugu,1.6834625322997416,5.4186046511627906,7.102067183462532,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Barwani,4.703915950334289,2.4022831673261473,7.106199117660436,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Arunachal Pradesh,Changlang,3.530421216848674,3.5881435257410295,7.118564742589704,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Chhotaudepur,4.244690674053555,2.876269621421976,7.12096029547553,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tripura,Sepahijala,2.5015243902439024,4.624237804878049,7.1257621951219505,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Tirupati,1.6911764705882353,5.435294117647059,7.126470588235295,Good,Balanced enrolments and updates. Aadhaar services functioning well.
NCT of Delhi,Shahdara,1.3458445040214477,5.803619302949062,7.149463806970509,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Dahod,4.442759961127308,2.7243926141885324,7.167152575315841,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Satna,4.371287542876265,2.8068267380573912,7.178114280933657,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Himachal Pradesh,Kullu,4.026315789473684,3.1854636591478696,7.211779448621554,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Banaskantha,3.8826010200078462,3.329933307179286,7.212534327187132,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Buxar,2.226184496902729,5.014063284781517,7.240247781684246,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Ashok Nagar,4.211463550361714,3.0478575403450194,7.259321090706733,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Junagadh,4.1410526315789475,3.1242105263157893,7.265263157894736,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Sri Sathya Sai,2.2678983833718247,4.997690531177829,7.265588914549654,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Medak,4.42366026289181,2.8422649140546006,7.265925176946411,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Indore,4.098991626901953,3.168137210767984,7.2671288376699374,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Alappuzha,3.684787018255578,3.5922920892494927,7.27707910750507,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Subarnapur,3.2788461538461537,4.0,7.278846153846153,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Davangere,4.57850763468741,2.7081532699510227,7.286660904638433,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Kheda,3.916841223292836,3.380603267700042,7.297444490992878,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tamil Nadu,Villupuram,4.655261348005502,2.6430536451169186,7.298314993122421,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Karimnagar,4.541567695961995,2.7577197149643706,7.299287410926366,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Telangana,Hyderabad,3.5944623463420458,3.7051756375064646,7.299637983848511,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Haryana,Mewat,4.129749768303985,3.17675095988349,7.306500728187475,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttarakhand,Chamoli,4.423167848699763,2.888888888888889,7.312056737588652,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,North Twenty Four Parganas,2.3499079189686927,4.9650092081031305,7.314917127071823,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Murshidabad,2.1177545362903225,5.201234879032258,7.31898941532258,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Arunachal Pradesh,Kurung Kumey,4.405797101449275,2.927536231884058,7.333333333333334,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Anand,4.17502010184937,3.181452693647816,7.356472795497186,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Kakinada,2.367417677642981,4.993067590987868,7.36048526863085,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Balaghat,4.457483930211203,2.912396694214876,7.369880624426079,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Khargone,5.139095293964281,2.2611132837961154,7.400208577760396,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Lohardaga,3.8437125748502994,3.559880239520958,7.403592814371257,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Dindori,4.053313403089188,3.355256601893373,7.408570004982561,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Gautam Buddha Nagar,2.5030037911927674,4.923417906095072,7.426421697287839,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,East Midnapore,2.8282247765006385,4.598339719029374,7.4265644955300125,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Dharwad,4.150169757116741,3.2786628362496737,7.4288325933664145,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tamil Nadu,Viluppuram,4.196523418638339,3.244809270883631,7.44133268952197,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Chitradurga,3.684406779661017,3.75864406779661,7.443050847457627,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Idukki,4.222316865417376,3.2359454855195913,7.458262350936968,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Haveri,3.7855763039278814,3.6777205408886027,7.463296844816484,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Himachal Pradesh,Shimla,4.420491803278688,3.068032786885246,7.488524590163934,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Chhattisgarh,Dantewada,5.987676056338028,1.5158450704225352,7.503521126760563,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Ramban,5.855130784708249,1.6525821596244132,7.5077129443326625,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Mizoram,Lunglei,2.573221757322176,4.941422594142259,7.514644351464435,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Himachal Pradesh,Bilaspur,4.76555023923445,2.759170653907496,7.5247208931419465,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Punjab,Shaheed Bhagat Singh Nagar,5.061788617886179,2.4747967479674795,7.536585365853658,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Hassan,3.7651006711409396,3.8511287370347773,7.616229408175717,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Samba,5.146137787056367,2.471816283924843,7.61795407098121,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Nagaland,Peren,4.3822222222222225,3.24,7.622222222222223,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Sidhi,3.876036244457297,3.7752072488914594,7.6512434933487565,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Jagatsinghpur,4.558758314855876,3.106430155210643,7.665188470066519,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Ramgarh,3.175153643546971,4.514925373134329,7.6900790166813,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Mandya,4.3730898248229595,3.327245620573984,7.700335445396943,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Churu,5.0728618950531175,2.628715527417105,7.701577422470223,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Dumka,3.1990919409761633,4.507604994324631,7.706696935300794,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tripura,Khowai,3.192622950819672,4.532786885245901,7.725409836065573,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Kolar,3.986595174262735,3.7456061960083407,7.732201370271076,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Howrah,2.2640090259496053,5.473956374576908,7.737965400526514,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Siwan,2.8472612041647802,4.894160253508375,7.741421457673155,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Dhanbad,3.6858009862182324,4.061069667467442,7.746870653685674,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Alwar,4.782045678067971,2.9744836629876517,7.756529341055622,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Anuppur,5.00907029478458,2.7555555555555555,7.764625850340136,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Shahdol,4.711148245404631,3.085939365003581,7.797087610408212,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Khorda,4.892476303317536,2.909952606635071,7.8024289099526065,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Jabalpur,4.778484974958264,3.031406510851419,7.809891485809683,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Vaishali,2.703778162911612,5.121386481802427,7.825164644714039,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Nagaland,Mon,5.317780580075662,2.511979823455233,7.829760403530895,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Palakkad,4.642584698227507,3.188243212923491,7.830827911150998,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,North 24 Parganas,2.39663872385448,5.434768454464067,7.831407178318548,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Sikkim,West,2.049382716049383,5.802469135802469,7.851851851851852,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Sahebganj,2.5612343297974927,5.29122468659595,7.852459016393443,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Malkangiri,4.31692573402418,3.5565630397236614,7.873488773747841,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tamil Nadu,The Nilgiris,4.581832419733751,3.297572435395458,7.879404855129209,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Maharashtra,Gondia,3.6,4.3,7.9,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Garhwa *,3.96113074204947,3.939929328621908,7.901060070671378,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Rewa,4.351810555378571,3.566634809387278,7.91844536476585,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Madhya Pradesh,Bhopal,5.2043993844482666,2.715940979451435,7.920340363899701,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Barmer,5.889630657187446,2.0467314028090864,7.936362059996533,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Chhattisgarh,Dakshin Bastar Dantewada,5.806392694063927,2.136986301369863,7.94337899543379,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Tumkur,4.777616279069767,3.179263565891473,7.95687984496124,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Patan,4.114788946249621,3.8572730033404192,7.97206194959004,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Bahraich,3.5808665511265163,4.406377816291161,7.987244367417677,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Bhavnagar,4.2866881272486275,3.7080098466199582,7.994697973868586,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Hazaribagh,3.274559728410779,4.721621048164651,7.99618077657543,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Chhattisgarh,Khairagarh Chhuikhadan Gandai,0.9537037037037037,7.055555555555555,8.00925925925926,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tamil Nadu,Karur,4.571802420673864,3.441936539090612,8.013738959764476,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Hyderabad,5.248140635564571,2.78544061302682,8.033581248591391,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Arunachal Pradesh,West Kameng,4.966887417218543,3.0728476821192054,8.039735099337749,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,N. T. R,2.09478672985782,5.946287519747235,8.041074249605055,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Himachal Pradesh,Kangra,5.050761421319797,2.9918781725888324,8.04263959390863,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Jodhpur,5.278824614573725,2.767755962577415,8.04658057715114,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Bikaner,4.995793016407236,3.062768195204039,8.058561211611275,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Darjeeling,2.354682973929836,5.705181847441262,8.059864821371097,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Basti,3.5523566287439055,4.51114464824704,8.063501276990944,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Arunachal Pradesh,Tawang,5.394736842105263,2.675438596491228,8.070175438596491,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Sikar,5.156086805152605,2.9159800394568873,8.072066844609493,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Arunachal Pradesh,Papum Pare,4.438461538461539,3.6435897435897435,8.082051282051282,Good,Balanced enrolments and updates. Aadhaar services functioning well.
